index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,native-country,Y
10144,35,Local-gov,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
13927,50,State-gov,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
13036,19,Private,132652,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,United-States,0
7490,31,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
3232,17,?,132652,9th,5,Married-civ-spouse,?,Husband,White,Male,United-States,0
10976,24,Self-emp-not-inc,132652,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,United-States,0
14396,36,Private,132652,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
11318,43,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
13979,36,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
9310,22,Local-gov,132652,Some-college,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,United-States,0
2345,23,Federal-gov,132652,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,United-States,0
4341,17,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,United-States,0
13675,33,Private,132652,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
8927,50,Self-emp-inc,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
10743,21,Private,132652,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
3931,46,Private,132652,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,0
1318,37,Private,132652,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
2499,50,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
9933,23,Private,132652,HS-grad,9,Never-married,Sales,Own-child,White,Male,United-States,0
8473,23,Private,132652,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
9511,21,?,132652,Some-college,10,Married-civ-spouse,?,Husband,White,Male,United-States,0
11454,24,Private,132652,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States,0
9660,35,Private,132652,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,United-States,0
558,29,Private,132652,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,0
14296,18,?,132652,HS-grad,9,Never-married,?,Own-child,White,Female,United-States,0
13651,24,Private,132652,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,0
8540,23,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
1738,19,Self-emp-not-inc,132652,Bachelors,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
12425,21,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
5404,26,Self-emp-not-inc,132652,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,United-States,0
8410,17,Private,132652,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
16568,36,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
7247,19,Self-emp-not-inc,132652,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
6434,41,Private,132652,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
8581,34,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
15930,37,?,132652,Bachelors,13,Married-civ-spouse,?,Not-in-family,White,Male,United-States,1
462,19,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
10374,17,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
298,24,Private,132652,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
118,33,Private,132652,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,United-States,0
6126,20,Local-gov,132652,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,United-States,0
16855,36,Self-emp-inc,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
13899,25,State-gov,132652,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,United-States,0
1370,28,State-gov,132652,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
11724,20,Local-gov,132652,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,0
16945,23,Private,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,United-States,0
13573,29,State-gov,132652,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,United-States,1
4448,19,Private,132652,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Male,United-States,0
12085,17,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
10329,31,Private,132652,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,United-States,0
8340,17,Local-gov,132652,Bachelors,13,Married-civ-spouse,Tech-support,Not-in-family,White,Female,United-States,0
13901,33,Federal-gov,132652,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,United-States,0
15307,27,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
16203,31,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
9335,50,Local-gov,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
15291,24,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States,0
5629,17,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
10504,23,Self-emp-inc,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
4000,19,State-gov,132652,Some-college,10,Divorced,Other-service,Own-child,White,Female,United-States,0
1299,62,Federal-gov,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,United-States,0
6975,23,State-gov,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,0
11727,31,Private,132652,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,United-States,1
4283,24,Private,132652,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,United-States,0
12458,19,Private,132652,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
9554,41,Self-emp-inc,132652,Prof-school,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
773,29,State-gov,132652,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,0
11051,25,Private,132652,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,White,Female,United-States,0
1244,18,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
14673,17,Private,132652,7th-8th,3,Married-civ-spouse,Transport-moving,Wife,White,Female,United-States,0
3343,25,Private,132652,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
10259,33,Private,132652,7th-8th,4,Separated,Other-service,Unmarried,White,Female,United-States,0
16837,19,Private,132652,Some-college,10,Never-married,Other-service,Own-child,White,Female,United-States,0
8336,19,Private,132652,Assoc-voc,11,Never-married,Sales,Own-child,White,Female,United-States,0
6202,28,Private,132652,Some-college,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
1765,24,Private,132652,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,United-States,0
14210,23,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
10794,19,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
115,21,Private,132652,Some-college,10,Never-married,Other-service,Own-child,White,Male,United-States,0
4092,37,Private,132652,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,United-States,0
2539,23,Private,132652,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,United-States,0
1158,38,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
13798,30,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
6977,19,Self-emp-inc,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
557,17,Private,132652,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
4626,21,Private,132652,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
14411,45,?,132652,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,United-States,0
4576,25,State-gov,132652,Bachelors,13,Never-married,Protective-serv,Other-relative,Black,Male,United-States,0
8645,34,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
12343,21,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
7158,17,Self-emp-not-inc,132652,HS-grad,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,United-States,1
7258,36,Private,132652,7th-8th,3,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,United-States,0
7168,17,Private,132652,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
1033,20,Private,132652,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Female,United-States,0
6137,17,Private,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States,1
9326,22,Private,132652,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
9653,23,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
3046,33,Self-emp-not-inc,132652,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,United-States,0
5798,18,Private,132652,11th,7,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
13470,21,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
12480,23,Local-gov,132652,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,United-States,0
10824,45,Self-emp-inc,132652,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,United-States,0
2640,17,?,132652,10th,6,Never-married,?,Own-child,White,Male,United-States,0
4519,23,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
885,21,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
14472,37,Federal-gov,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
12342,24,Federal-gov,132652,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,0
16142,24,Private,132652,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
15217,28,Private,132652,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,United-States,0
14531,24,Private,132652,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Male,United-States,0
4105,23,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
13134,24,Private,132652,Assoc-voc,11,Married-civ-spouse,Transport-moving,Unmarried,White,Female,United-States,0
3429,19,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
10355,18,Private,132652,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
2782,50,Self-emp-not-inc,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
12705,23,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
4841,23,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
13712,23,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
5877,33,Private,132652,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,United-States,0
6647,23,?,132652,Some-college,10,Married-civ-spouse,?,Husband,White,Male,United-States,0
12524,23,Private,24694,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,United-States,0
10689,37,Private,132652,Assoc-voc,11,Separated,Tech-support,Unmarried,White,Male,United-States,0
10639,17,State-gov,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
9495,37,Private,132652,Masters,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
5797,23,Private,132652,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,United-States,1
3789,17,Private,132652,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
1063,37,Private,132652,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,0
1793,50,Self-emp-inc,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
1546,27,?,132652,HS-grad,9,Never-married,?,Not-in-family,White,Female,United-States,0
7746,44,Private,132652,Bachelors,13,Divorced,Sales,Unmarried,White,Female,United-States,0
1286,26,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
3779,19,Private,132652,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
7016,31,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
5253,37,Self-emp-not-inc,132652,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
15796,50,State-gov,132652,HS-grad,10,Separated,Prof-specialty,Unmarried,White,Female,United-States,1
14377,19,Private,132652,Some-college,10,Never-married,Other-service,Own-child,White,Female,United-States,0
12386,50,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
3426,21,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
15642,19,Private,132652,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
14241,19,Private,132652,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,United-States,0
2292,33,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
8936,27,Private,132652,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,0
3960,23,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
6073,22,Private,132652,Some-college,10,Never-married,Other-service,Own-child,White,Female,United-States,0
9290,31,Private,132652,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
1055,36,Private,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
4087,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
11897,36,Private,132652,Some-college,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,United-States,0
8963,19,Private,132652,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,United-States,1
14310,19,?,132652,Bachelors,13,Never-married,?,Own-child,White,Male,United-States,0
14883,37,Self-emp-not-inc,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
1326,39,Local-gov,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
2187,37,Private,132652,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,United-States,0
2063,31,Private,132652,Masters,14,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States,1
951,21,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
7460,36,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
12399,47,Self-emp-not-inc,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
4565,23,Private,132652,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,United-States,0
13964,20,Private,132652,12th,8,Divorced,Sales,Not-in-family,White,Male,United-States,0
5062,24,Private,132652,HS-grad,10,Separated,Machine-op-inspct,Not-in-family,White,Male,United-States,0
573,36,Self-emp-not-inc,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
3007,19,Private,132652,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,United-States,0
